,Unnamed: 0,id,conversation_id,date,username,tweet_processed,hashtags,tweet_original,target,cleaned
275,181,6.82E+17,6.82E+17,12/30/2015,crimson_fluids,"Sleeping for 12+ hours at a time, and fantasizing about ways to kill myself. ",['#depressed'],"Sleeping for 12+ hours at a time, and fantasizing about ways to kill myself. #Depressed",1,"Sleeping for 12+ hours at a time, and fantasizing about ways to kill myself. "
276,182,6.82E+17,6.82E+17,12/30/2015,madalynmarie692,I can't sleep knowing Brittany is leaving in a couple days.. ????????,['#depressed'],I can't sleep knowing Brittany is leaving in a couple days.. ???????? #depressed,0,I can't sleep knowing Brittany is leaving in a couple days.. ?
277,186,6.82E+17,6.82E+17,12/30/2015,meg_han21,When you feel like you have no friends at work anymore    out,"['#depressed', '#left']",When you feel like you have no friends at work anymore  #depressed #left out,1,When you feel like you have no friends at work anymore out
278,187,6.82E+17,6.82E+17,12/30/2015,angel_is_dead,Headaches suck after crying so muchbut he finally texted me????,"['#depressed', '#cryingstop']",Headaches suck after crying so muchbut he finally texted me???? #depressed #cryingstop,1,Headaches suck after crying so muchbut he finally texted me?
279,190,6.82E+17,6.82E+17,12/30/2015,angel_is_dead,I feel like he lost interest in me he doesn't text me backcrying suckswhen he saw your story on snapchat,"['#depressed', '#alone', '#crying']",I feel like he lost interest in me he doesn't text me backcrying suckswhen he saw your story on snapchat #depressed #alone #crying,1,I feel like he lost interest in me he doesn't text me backcrying suckswhen he saw your story on snapchat
280,191,6.82E+17,6.82E+17,12/30/2015,michelledrsa,I don't think I wanna see  for awhile  Disney you went to far with the feels.. and I thought Brother Bear was bad,"['#thegooddinosaur', '#depressed']",I don't think I wanna see #TheGoodDinosaur for awhile #depressed Disney you went to far with the feels.. and I thought Brother Bear was bad,0,I don't think I wanna see  for awhile  Disney you went to far with the feels.. and I thought Brother Bear was bad
281,194,6.82E+17,6.82E+17,12/30/2015,hay_bootay,My family has been using my blue oil like its water and I gave Ahmed my last blue oil,['#depressed'],My family has been using my blue oil like its water and I gave Ahmed my last blue oil #depressed,0,My family has been using my blue oil like its water and I gave Ahmed my last blue oil
282,197,6.82E+17,6.82E+17,12/30/2015,depressedteen40,Why do you cut your ankle? It's easier to hide and I can't handle people finding out they'll pretend to care and hurt me again,['#depressed'],Why do you cut your ankle? It's easier to hide and I can't handle people finding out they'll pretend to care and hurt me again #depressed,1,Why do you cut your ankle? It's easier to hide and I can't handle people finding out they'll pretend to care and hurt me again
283,198,6.82E+17,6.82E+17,12/30/2015,depressedteen40,"they don't see me when I'm crying running a blade down my ankle, maybe then they'd think twice before they said what they said ",['#depressed'],"they don't see me when I'm crying running a blade down my ankle, maybe then they'd think twice before they said what they said #depressed",1,"they don't see me when I'm crying running a blade down my ankle, maybe then they'd think twice before they said what they said "
284,199,6.82E+17,6.82E+17,12/30/2015,alishababbe,Balling my eyes out because I only have 3 days left with Zachary and I work....????,['#depressed'],Balling my eyes out because I only have 3 days left with Zachary and I work....???? #depressed,1,Balling my eyes out because I only have 3 days left with Zachary and I work.?
285,201,6.82E+17,6.82E+17,12/30/2015,angel_is_dead,*sigh* ???? I haven't cried so muchI'm in so much pain,"['#depressed', '#cryin', '#selfhate']",*sigh* ???? I haven't cried so muchI'm in so much pain #depressed #cryin #selfhate,1,*sigh* ? I haven't cried so muchI'm in so much pain
286,202,6.82E+17,6.82E+17,12/30/2015,jezzfacts,The  people are often also the most .,"['#funniest', '#depressed', '#depression']",The #funniest people are often also the most #depressed. #depression,0,The  people are often also the most .
287,205,6.82E+17,6.82E+17,12/30/2015,cheshire_dee,That moment when you get blindsided by something you wasn't expecting & now in a state of total disappointment & heartache....,['#depressed'],That moment when you get blindsided by something you wasn't expecting & now in a state of total disappointment & heartache....#depressed,1,That moment when you get blindsided by something you wasn't expecting & now in a state of total disappointment & heartache.
288,208,6.82E+17,6.82E+17,12/30/2015,artcarvedrings,Art hasn't tweeted lately because he lacks  access (and also access to ropes and sharp objects). He's .,"['#socialmedia', '#depressed', '#stafftweets']",Art hasn't tweeted lately because he lacks #socialmedia access (and also access to ropes and sharp objects). He's #depressed. #stafftweets,0,Art hasn't tweeted lately because he lacks  access (and also access to ropes and sharp objects). He's .
289,209,6.82E+17,6.82E+17,12/30/2015,vxnessaqueen,just so depressed anymore ????????    pic.twitter.com/rcv1I6pAk7,"['#musicallyapp', '#depressed']",just so depressed anymore ???????? #MusicallyApp #Depressed  pic.twitter.com/rcv1I6pAk7,0,just so depressed anymore ? 
290,212,6.82E+17,6.82E+17,12/30/2015,janellekh,"If I could, I would stay in bed until next Monday. ",['#depressed'],"If I could, I would stay in bed until next Monday. #depressed",1,"If I could, I would stay in bed until next Monday. "
291,226,6.82E+17,6.82E+17,12/30/2015,dopehoemagic,Cant wear makeup for a while ????,['#depressed'],Cant wear makeup for a while #depressed????,1,Cant wear makeup for a while ?
292,229,6.82E+17,6.82E+17,12/30/2015,06daveyl,Why did I just read through my old DMs. Fml,['#depressed'],Why did I just read through my old DMs. Fml #depressed,1,Why did I just read through my old DMs. Fml
293,233,6.82E+17,6.82E+17,12/29/2015,itsmegannj,Victoria secret has a sale but my wallet is dry af'????,['#depressed'],Victoria secret has a sale but my wallet is dry af'???? #depressed,1,Victoria secret has a sale but my wallet is dry af'?
294,239,6.82E+17,6.82E+17,12/29/2015,smithdrvr13,"Always thought helping others would come back when you need it most, unfortunately beginning to think otherwise...  ","['#disillusioned', '#depressed']","Always thought helping others would come back when you need it most, unfortunately beginning to think otherwise... #disillusioned #depressed",0,"Always thought helping others would come back when you need it most, unfortunately beginning to think otherwise.  "
295,241,6.82E+17,6.82E+17,12/29/2015,higap_mh,Accept that you are  and its not your fault. Telling yourself to ??Pull yourself together or ??Snap out of it wont help.,['#depressed'],Accept that you are #depressed and its not your fault. Telling yourself to ??Pull yourself together or ??Snap out of it wont help.,0,Accept that you are  and its not your fault. Telling yourself to ??Pull yourself together or ??Snap out of it wont help.
296,245,6.82E+17,6.82E+17,12/29/2015,madness_409,"I was at my aunt's, all happy with my cousins and no music. My dad picks me up and he starts arguing with me now I need my music ",['#depressed'],"I was at my aunt's, all happy with my cousins and no music. My dad picks me up and he starts arguing with me now I need my music #depressed",0,"I was at my aunt's, all happy with my cousins and no music. My dad picks me up and he starts arguing with me now I need my music "
297,246,6.82E+17,6.82E+17,12/29/2015,kittyzhaovelic,Apparently you get a free pass just by mentioning    Where was I on the free badge day??!!,"['#depressed', '#mentaldisorder', '#suicidal']",Apparently you get a free pass just by mentioning #depressed #mentalDisorder #Suicidal Where was I on the free badge day??!!,0,Apparently you get a free pass just by mentioning Where was I on the free badge day??!!
298,248,6.82E+17,6.82E+17,12/29/2015,ashabays,I'm in desperate need of a good hug and a hot cup of coffee. I have no one here to hug me right now and no coffee maker at all.,['#depressed'],I'm in desperate need of a good hug and a hot cup of coffee. I have no one here to hug me right now and no coffee maker at all. #Depressed,1,I'm in desperate need of a good hug and a hot cup of coffee. I have no one here to hug me right now and no coffee maker at all.
299,249,6.82E+17,6.82E+17,12/29/2015,ashabays,I am so damned sick of the near-zero degree temperatures we've had since Xmas eve. I just want to be warm again...,"['#depressed', '#ihatecold']",I am so damned sick of the near-zero degree temperatures we've had since Xmas eve. I just want to be warm again... #Depressed #IHateCold,1,I am so damned sick of the near-zero degree temperatures we've had since Xmas eve. I just want to be warm again.
300,263,6.82E+17,6.82E+17,12/29/2015,baracinta15,idk what to do with this acc - #  pic.twitter.com/uOmcxfhKxk,[],idk what to do with this acc - #depressed#sad#secret_society123#love#inlove#spam4spam#follow4follow#cwd#sfs#quotes#  pic.twitter.com/uOmcxfhKxk,0,idk what to do with this acc - #  
301,269,6.82E+17,6.82E+17,12/29/2015,gabiwilsonn,On the way to Harris teeter I see white ducks on the way back I see dead ducks and white feathers everywhere,"['#depressed', '#rip']",On the way to Harris teeter I see white ducks on the way back I see dead ducks and white feathers everywhere #depressed #rip,0,On the way to Harris teeter I see white ducks on the way back I see dead ducks and white feathers everywhere
302,271,6.82E+17,6.82E+17,12/29/2015,shamrocksam,Been kicked to the kerb by a big company yet again in my quest 4 a decent job,"['#disabilitydiscrimination', '#depressed', '#upset']",Been kicked to the kerb by a big company yet again in my quest 4 a decent job #disabilitydiscrimination #depressed #upset,1,Been kicked to the kerb by a big company yet again in my quest 4 a decent job
303,272,6.82E+17,6.82E+17,12/29/2015,nikrump,I decided to get fat over the holidays from thanksgiving to New Years. This is my last week of pigging out,['#depressed'],I decided to get fat over the holidays from thanksgiving to New Years. This is my last week of pigging out #depressed,1,I decided to get fat over the holidays from thanksgiving to New Years. This is my last week of pigging out
304,273,6.82E+17,6.82E+17,12/29/2015,moroccansuicida,Bloody bath.     pic.twitter.com/FTAiXlH8zD,"['#depressed', '#suicidal']",Bloody bath.   #depressed #suicidal pic.twitter.com/FTAiXlH8zD,0,Bloody bath. 
305,274,6.82E+17,6.82E+17,12/29/2015,khaosmagoon,Not having a good week,"['#depressed', '#pain', '#sleep']",Not having a good week #depressed #pain #sleep,1,Not having a good week
306,278,6.82E+17,6.82E+17,12/29/2015,chellsvx,"You promised you wouldn't leave, lie or hurt me. . .  But now I'm stuck being all alone, waiting for you to need me again. . .   ",['#depressed'],"You promised you wouldn't leave, lie or hurt me. . .  But now I'm stuck being all alone, waiting for you to need me again. . .   #depressed",1,"You promised you wouldn't leave, lie or hurt me. . .  But now I'm stuck being all alone, waiting for you to need me again. . . "
307,280,6.82E+17,6.82E+17,12/29/2015,laimaungarijas,"Guys, I have nothing to live for. I am tired of living here. Even my friends couldn't cheer me up.   ","['#tiredoflife', '#depressed', '#crying']","Guys, I have nothing to live for. I am tired of living here. Even my friends couldn't cheer me up. #tiredoflife #depressed #crying",1,"Guys, I have nothing to live for. I am tired of living here. Even my friends couldn't cheer me up. "
